ID,w1group,w1schoolid,gender,w1_54a,w1_54b,w1_54d,w1_54e,w1_54f,w2_54a,w2_54b,w2_54d,w2_54e,w2_54f,w3_54a,w3_54b,w3_54d,w3_54e,w3_54f,w4_54a,w4_54b,w4_54d,w4_54e,w4_54f,w1_1,w2_1,w3_1,w4_1
626,1,18,male,3,2,1,2,2,NA,NA,NA,NA,NA,4,2,1,2,1,NA,NA,NA,NA,NA,1,NA,8,NA
627,0,6,male,3,3,2,3,2,3,1,1,2,2,3,3,2,2,2,3,2,1,2,2,1,2,3,4
628,1,18,female,4,3,2,2,4,3,3,2,1,3,4,4,2,4,2,3,1,1,1,1,1,1,2,3
629,1,12,male,4,1,1,1,1,4,1,1,1,1,4,2,1,1,1,4,1,1,1,1,2,3,4,5
630,1,16,male,4,2,2,2,3,4,2,2,4,2,4,1,1,1,1,3,2,1,1,1,2,3,4,5
631,1,13,female,3,2,2,2,2,NA,NA,NA,NA,NA,4,3,2,3,4,4,1,1,2,2,1,NA,1,7
632,0,11,female,3,3,1,2,2,4,1,1,1,1,4,2,1,2,1,NA,NA,NA,NA,NA,1,8,7,NA
633,1,10,female,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,3,3,1,2,3,1,2,3,4
634,0,22,male,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,2,3,4
635,0,24,female,3,3,2,1,4,3,2,1,1,3,4,1,1,1,1,3,4,2,1,4,1,1,4,8
636,0,11,female,4,1,1,3,1,4,1,1,1,4,4,1,1,2,2,4,4,1,4,1,1,2,8,2
637,1,10,male,4,1,1,1,1,4,4,4,4,4,3,2,2,3,2,3,1,1,1,1,1,2,4,4
638,1,5,male,4,1,1,2,2,3,2,1,2,1,3,1,1,2,1,4,1,2,1,1,1,1,2,3
639,0,25,male,3,1,1,1,1,4,1,1,2,1,3,2,1,1,1,3,1,1,4,2,2,8,8,8
640,0,8,male,3,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
641,0,2,male,4,1,1,2,2,3,2,2,1,4,3,2,1,4,4,3,4,1,4,4,1,1,8,8
642,1,5,female,3,3,1,4,4,3,3,2,3,3,3,2,1,1,1,4,2,2,2,2,2,8,7,8
643,1,13,male,3,4,2,2,3,3,1,1,1,1,4,4,4,4,4,3,1,1,2,1,1,2,3,4
644,1,9,female,4,2,1,NA,1,3,2,1,2,2,3,3,1,1,2,3,2,1,1,1,2,3,4,5
645,0,2,female,4,1,1,1,2,3,2,2,2,4,4,2,2,3,1,4,1,2,3,2,2,8,3,4
646,0,8,male,4,1,1,1,1,4,1,1,1,1,4,2,3,2,3,3,3,3,3,1,1,8,8,8
647,0,11,male,4,1,1,1,1,4,1,1,1,1,3,2,1,1,1,3,2,1,1,1,1,2,8,8
648,1,3,male,3,2,3,3,2,3,1,2,2,1,3,2,2,2,1,3,1,1,2,1,1,2,7,7
649,1,26,male,4,2,1,2,4,3,2,1,1,2,4,1,1,1,1,4,1,1,1,1,2,3,4,5
650,0,17,female,3,1,3,1,3,3,3,3,3,3,3,2,2,2,2,4,3,3,3,3,2,3,4,5
651,0,24,female,3,1,1,2,2,3,1,1,2,2,3,1,1,1,1,3,1,1,1,1,1,1,2,7
652,1,4,male,3,2,1,3,3,4,1,1,1,2,3,4,4,3,4,4,1,1,1,2,1,2,4,8
653,1,10,male,4,1,1,4,4,4,4,1,4,4,3,3,1,4,4,3,2,1,2,4,1,1,2,3
654,0,11,male,4,4,4,4,4,3,3,3,3,3,3,2,1,1,1,4,1,4,1,4,1,2,8,2
655,0,21,female,3,3,3,3,3,NA,NA,NA,NA,NA,4,3,3,3,4,3,3,4,3,4,2,NA,3,8
656,0,17,female,3,2,4,4,4,4,2,1,2,4,3,3,3,3,3,3,2,2,2,3,2,3,4,5
657,0,21,male,3,2,1,1,NA,3,2,1,2,2,3,2,2,3,2,3,1,1,1,1,2,8,4,3
658,0,22,male,3,2,1,2,2,4,1,2,1,1,4,1,1,1,2,3,2,2,3,2,1,2,4,2
659,0,23,male,4,2,1,2,1,4,2,1,1,1,3,2,1,1,1,4,1,1,1,1,2,3,4,5
660,0,8,male,3,1,2,2,1,3,3,2,3,2,3,4,2,1,2,3,3,1,3,2,1,2,8,8
661,0,21,female,3,2,1,2,2,3,2,2,2,1,3,3,3,2,2,4,2,2,1,2,2,3,4,5
662,1,3,female,3,3,1,3,2,3,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,2,3,4
663,0,11,male,3,1,1,1,2,3,3,1,2,1,4,1,2,4,2,3,2,2,3,2,1,2,3,4
664,1,26,female,3,1,2,1,2,3,2,2,2,2,4,1,4,1,4,3,3,4,4,4,1,2,3,8
665,1,3,male,3,1,1,2,1,3,1,1,2,2,3,2,1,1,1,4,2,1,2,2,2,3,4,5
666,1,1,male,4,3,4,3,2,4,3,3,3,4,3,1,1,1,1,3,2,1,1,1,1,2,3,4
667,0,22,male,3,2,2,3,2,3,1,1,2,1,3,2,2,2,1,NA,NA,NA,NA,NA,1,2,3,NA
668,1,3,female,3,3,1,1,2,3,2,4,2,2,4,1,1,1,1,3,2,2,2,2,1,NA,8,2
669,0,24,female,3,1,1,2,1,4,1,1,1,1,4,1,1,1,1,NA,NA,NA,NA,NA,2,3,3,NA
670,1,1,female,4,4,1,1,1,4,1,1,1,1,4,1,1,2,2,3,2,2,2,4,2,3,4,8
671,0,25,female,3,1,1,1,2,4,2,2,2,3,3,2,3,3,3,3,1,1,2,2,1,1,2,8
672,0,6,female,3,3,3,3,1,4,4,4,4,4,4,2,1,3,4,3,3,4,4,4,1,1,8,1
673,0,11,female,4,1,1,2,1,3,1,1,1,1,4,2,1,3,2,NA,NA,NA,NA,NA,2,8,4,NA
674,0,6,male,3,2,2,2,1,4,2,3,2,2,3,1,1,1,1,3,1,1,1,2,1,2,3,4
675,1,1,male,4,1,1,1,1,3,3,3,3,1,3,3,1,1,2,3,3,1,1,1,1,1,2,3
676,0,8,female,3,1,1,1,2,3,3,1,1,1,3,1,2,2,1,3,2,1,4,1,2,3,4,5
677,1,13,female,3,3,2,3,4,3,2,2,3,2,4,3,4,4,3,3,4,3,3,3,2,3,3,4
678,1,19,male,3,4,2,4,3,3,2,1,1,3,3,4,2,3,4,3,4,2,3,4,2,3,4,5
679,1,9,male,3,2,3,3,2,3,2,2,1,3,3,1,1,4,2,3,2,2,3,1,2,3,4,5
680,0,24,male,3,1,2,3,3,3,1,1,2,2,4,1,1,2,2,3,3,2,3,2,2,1,2,3
681,1,5,male,3,1,1,2,3,4,1,1,2,1,3,2,2,2,2,3,2,1,2,1,2,3,4,5
682,1,1,female,4,2,1,3,3,3,3,2,1,2,3,2,2,2,2,3,2,2,2,2,2,1,2,3
683,1,26,male,3,2,2,1,2,4,3,4,4,4,3,1,1,1,1,3,2,3,3,3,2,7,7,7
684,1,4,female,4,4,2,2,1,3,2,3,2,4,4,1,1,1,1,4,2,2,3,4,1,8,4,2
685,1,1,female,3,2,1,1,2,4,2,1,2,2,4,1,1,1,2,3,3,3,3,3,1,2,2,3
686,0,6,male,3,1,1,2,2,3,3,1,1,1,4,1,1,1,1,4,3,1,2,3,1,1,3,2
687,1,13,female,4,2,1,4,2,3,1,1,2,4,3,2,1,2,3,NA,NA,NA,NA,NA,1,1,2,NA
688,1,1,male,3,2,2,2,2,3,2,1,2,1,3,2,1,3,1,3,3,2,3,3,2,3,4,5
689,0,20,male,3,1,1,1,1,4,4,1,1,1,3,1,1,2,1,4,1,1,1,1,1,2,3,4
690,1,1,male,3,4,4,4,4,4,1,1,1,1,NA,3,1,1,1,3,1,3,1,1,1,2,3,4
691,0,7,female,3,2,1,2,2,3,2,1,2,1,4,1,2,1,2,NA,NA,NA,NA,NA,2,3,4,NA
692,0,2,female,4,1,3,2,3,3,4,1,4,4,3,2,1,4,3,4,2,2,2,3,1,1,2,3
693,1,5,female,4,2,2,2,2,3,3,3,3,3,4,1,3,2,3,4,1,1,1,1,1,2,3,4
694,1,1,male,3,2,1,1,1,3,2,3,1,2,3,2,2,1,2,3,1,2,2,1,1,1,1,8
695,1,10,male,3,2,2,2,1,4,1,1,1,2,4,1,1,1,1,3,3,2,3,2,1,8,8,5
696,1,12,male,3,3,3,3,3,4,1,1,1,1,4,2,2,NA,1,4,1,1,4,1,2,7,7,7
697,1,12,male,3,2,2,2,2,3,2,3,2,2,4,3,3,3,3,3,2,4,2,4,1,2,3,4
698,1,14,female,4,3,2,2,2,4,3,2,4,1,3,3,3,3,2,NA,NA,NA,NA,NA,2,3,4,NA
699,1,19,male,4,3,1,2,4,3,1,2,4,2,4,1,1,2,4,4,1,1,4,1,1,2,3,3
700,1,12,female,3,2,3,4,2,3,2,4,4,4,4,4,4,4,4,4,1,1,2,2,1,2,3,4
701,0,23,female,3,3,4,3,2,3,1,2,1,2,3,3,3,3,4,3,3,2,3,3,2,3,4,5
702,1,13,female,4,1,2,1,1,4,1,1,1,2,3,1,2,1,1,3,4,1,1,1,1,1,2,8
703,1,4,male,3,2,2,2,3,3,3,3,3,3,3,2,1,1,1,3,2,2,1,2,1,2,4,7
704,1,5,female,3,1,1,1,1,3,2,2,2,2,3,2,1,2,1,3,3,2,3,2,1,2,3,4
705,0,11,male,3,1,1,2,1,3,1,1,2,1,3,1,1,1,1,3,3,1,3,2,1,2,1,2
706,1,1,male,3,1,1,2,1,3,2,1,2,1,4,2,1,1,3,4,1,1,1,1,1,2,3,4
707,0,22,male,3,4,4,4,4,4,3,2,3,4,3,2,3,4,2,3,3,4,3,2,1,1,1,2
708,1,10,female,3,3,1,2,NA,4,1,1,1,1,4,1,2,1,1,4,1,1,1,1,2,3,4,5
709,1,13,male,3,3,2,3,4,3,2,1,3,3,4,4,1,1,1,3,1,3,1,3,1,2,8,4
710,0,20,female,3,3,1,2,2,3,3,2,3,3,3,2,3,2,3,3,2,3,3,3,1,2,3,4
711,0,20,male,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,2,3,4,5
712,0,17,female,3,2,1,1,1,3,2,1,1,1,4,1,1,1,1,3,2,1,2,1,1,1,2,3
713,1,18,female,4,1,1,1,2,3,2,1,2,1,3,2,1,2,1,3,2,3,3,4,2,3,4,5
714,0,24,female,3,1,1,4,1,4,1,1,4,1,4,1,1,1,1,3,2,1,2,2,1,8,2,2
715,0,6,male,3,4,3,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,3,4,1,1,2,3
716,0,25,female,4,4,3,4,3,3,2,1,1,2,4,1,2,1,2,3,2,2,2,2,1,2,4,4
717,0,8,male,3,1,1,1,2,3,1,1,1,NA,3,1,1,1,1,4,1,1,1,1,1,1,2,3
718,1,13,male,3,2,1,2,1,3,2,1,2,1,3,1,1,4,1,4,1,1,1,1,2,3,3,5
719,1,1,male,3,2,2,2,2,3,3,3,3,2,3,3,2,1,2,NA,NA,NA,NA,NA,2,3,4,NA
720,1,12,female,4,2,1,2,4,3,2,3,2,3,3,4,3,3,4,3,4,3,3,4,2,2,3,4
721,0,25,female,4,2,2,2,1,4,2,1,2,3,3,2,3,2,3,NA,NA,NA,NA,NA,2,8,3,NA
722,1,26,male,4,1,4,2,2,4,2,2,3,3,4,1,1,2,4,3,1,3,2,2,1,2,3,8
723,1,14,female,3,1,1,4,2,4,1,1,1,2,4,1,1,1,1,3,2,2,2,1,1,1,2,3
724,0,17,female,3,1,1,2,1,4,2,1,2,3,3,3,2,3,3,3,2,2,2,2,2,2,8,3
725,1,18,male,4,1,2,2,2,3,2,1,1,2,3,2,1,3,2,4,2,1,3,2,1,2,3,4
726,1,18,female,3,2,1,1,1,4,1,1,1,1,4,3,1,1,1,4,3,1,1,1,2,3,4,5
727,0,25,male,4,1,1,1,1,3,1,4,2,2,3,2,3,2,3,3,2,2,2,2,1,2,2,2
728,1,18,male,3,2,2,2,2,3,1,1,2,1,3,2,1,2,2,4,2,1,1,2,2,3,4,5
729,1,18,female,3,1,1,1,1,3,2,2,2,2,4,4,4,4,4,NA,NA,NA,NA,NA,1,2,3,NA
730,0,22,female,4,1,4,4,4,3,3,3,3,3,4,1,2,1,1,NA,NA,NA,NA,NA,1,1,7,NA
731,1,12,male,3,1,1,2,1,4,1,1,1,1,3,2,2,3,2,4,1,1,1,1,1,2,3,4
732,1,5,male,3,3,NA,3,2,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
733,1,4,female,3,3,2,2,2,3,2,2,2,2,4,1,1,1,1,4,1,2,1,2,2,3,8,7
734,1,19,female,4,4,3,4,2,3,2,2,4,2,4,1,1,1,3,NA,NA,NA,NA,NA,2,3,8,NA
735,1,12,female,3,4,4,3,2,4,1,1,1,1,4,1,1,1,1,NA,NA,NA,NA,NA,1,8,8,NA
736,1,9,female,4,1,1,2,2,3,3,2,3,3,3,2,1,2,1,3,3,2,2,2,1,2,3,4
737,1,18,male,3,2,2,2,2,3,2,2,1,2,3,2,1,2,2,3,2,1,1,1,1,2,3,4
738,0,2,female,3,4,2,3,4,3,2,3,2,2,3,3,2,1,2,3,2,2,1,1,2,3,4,5
739,1,14,male,3,3,1,2,2,3,2,1,3,2,3,1,1,2,2,3,1,1,2,2,1,2,3,3
740,0,17,female,3,2,1,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,4,5
741,1,12,female,3,2,2,3,3,3,3,3,3,2,4,1,1,1,1,3,3,3,2,2,1,1,4,8
742,0,17,male,4,1,2,2,2,3,1,2,2,2,3,1,3,2,4,4,1,1,1,1,2,3,4,5
743,0,2,male,4,1,1,1,1,4,1,1,2,2,4,1,1,1,1,NA,NA,NA,NA,NA,1,2,7,NA
744,0,22,male,3,3,2,4,3,3,1,1,2,2,3,3,2,3,2,3,2,2,2,2,1,2,8,8
745,0,22,female,3,1,1,3,1,4,1,1,1,1,4,1,1,1,2,NA,NA,NA,NA,NA,2,8,4,NA
746,0,6,male,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,2,1,2,1,1,2,3,3
747,0,25,female,4,1,1,1,1,NA,NA,NA,NA,NA,4,2,1,3,4,3,3,1,2,3,2,NA,7,8
748,0,6,male,3,1,1,1,1,3,1,1,1,2,3,2,1,2,2,3,2,1,2,3,2,3,4,5
749,0,2,male,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,2,3,4
750,1,10,female,3,1,2,1,3,3,2,2,2,2,3,1,1,1,1,3,3,2,2,2,2,3,4,5
751,0,22,male,3,1,1,3,1,3,2,1,1,1,3,4,2,1,2,4,2,3,3,2,1,2,8,8
752,0,22,male,3,3,1,2,2,4,2,2,3,1,4,1,1,1,1,NA,NA,NA,NA,NA,2,8,3,NA
753,0,6,female,3,4,2,3,2,4,3,4,2,3,4,1,1,1,1,NA,NA,NA,NA,NA,1,1,4,NA
754,0,20,male,3,3,1,1,1,3,3,1,1,4,4,3,2,4,3,3,3,3,3,4,2,3,4,5
755,0,25,male,3,2,3,3,4,4,1,1,1,1,4,1,1,1,1,4,2,2,2,2,1,1,1,1
756,1,19,female,3,1,1,1,1,4,1,2,2,2,3,1,1,2,1,3,1,1,2,1,2,2,3,4
757,1,10,male,3,3,2,3,3,3,3,2,3,3,4,1,1,1,1,4,1,1,1,1,2,3,4,5
758,0,6,female,4,3,2,1,1,4,2,3,1,3,3,2,1,1,1,3,2,1,3,4,1,1,7,3
759,0,11,male,4,2,1,1,1,4,1,1,1,1,4,1,1,1,1,4,2,1,1,1,1,1,1,2
760,0,7,male,4,2,4,3,4,4,1,1,1,2,3,1,1,1,1,3,1,1,2,3,1,1,3,4
761,0,6,female,3,1,3,2,2,NA,NA,NA,NA,NA,3,2,3,4,4,3,2,3,2,2,2,NA,3,2
762,0,21,male,4,2,2,2,3,NA,NA,NA,NA,NA,3,4,4,3,4,3,3,2,2,3,2,NA,4,7
763,1,5,male,4,3,3,3,3,4,1,3,3,1,3,2,1,2,2,3,2,2,2,2,2,3,4,5
764,1,1,male,3,2,1,2,3,3,2,1,2,3,3,2,1,2,4,3,1,1,1,3,2,1,1,5
765,1,10,female,4,1,1,2,1,4,2,2,1,1,4,2,2,1,1,4,2,1,1,1,2,3,4,5
766,0,7,female,4,2,2,1,2,NA,NA,NA,NA,NA,3,1,1,2,1,3,3,3,3,3,2,NA,3,5
767,0,8,male,3,2,1,4,3,4,1,1,1,2,3,2,1,3,2,3,2,1,2,2,2,3,4,5
768,1,4,male,4,3,1,2,1,4,1,1,3,2,3,4,4,3,4,3,1,1,2,1,2,3,4,5
769,0,6,female,4,2,1,2,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,2,3,4
770,1,13,male,3,2,2,2,2,3,1,1,1,NA,4,1,1,1,1,3,2,2,2,3,1,2,8,8
771,1,19,female,3,2,2,2,2,3,3,2,1,1,4,1,2,1,1,3,2,2,2,2,1,2,3,4
772,0,7,female,4,2,3,2,4,4,4,4,4,4,4,2,1,1,2,3,3,2,3,4,1,1,8,8
773,1,12,female,3,1,2,2,1,3,2,2,2,2,3,4,4,4,3,3,3,3,3,3,1,2,3,4
774,1,12,male,4,4,4,4,4,4,4,1,3,3,3,2,1,4,4,NA,NA,NA,NA,NA,1,2,7,NA
775,1,18,male,3,2,2,3,3,3,1,2,4,1,3,1,1,1,1,3,1,1,1,1,1,2,3,4
776,0,25,male,4,3,2,4,3,3,2,2,3,2,4,1,1,1,1,NA,NA,NA,NA,NA,2,1,8,NA
777,0,20,male,3,3,3,4,2,4,3,3,2,1,4,1,1,1,2,3,3,1,3,2,2,999,4,5
778,1,18,male,4,1,1,1,1,3,2,2,2,4,3,2,1,1,1,4,2,2,3,2,1,2,3,4
779,0,23,female,4,1,1,1,1,4,2,1,1,1,3,2,1,1,1,3,3,1,2,1,1,2,3,4
780,0,24,male,4,1,1,1,1,4,1,1,1,1,3,4,4,3,4,3,3,1,2,1,1,2,4,4
781,0,7,male,3,4,4,4,4,3,4,4,2,1,3,2,2,2,2,NA,NA,NA,NA,NA,2,3,4,NA
782,0,17,female,3,2,1,3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,1,2,3,4
783,1,16,male,3,3,3,3,3,4,2,1,4,3,4,4,3,4,4,3,2,1,4,2,1,1,2,7
784,1,14,female,4,2,2,2,3,3,2,2,2,3,3,2,2,2,4,4,2,1,2,2,1,2,3,4
785,0,23,female,3,3,1,3,3,4,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,4,5
786,0,17,male,4,4,3,2,2,4,4,3,4,4,4,1,1,1,1,4,4,4,4,4,1,2,3,4
787,1,13,male,3,3,4,3,4,3,2,2,2,2,3,3,3,3,2,3,2,2,2,3,2,3,4,5
788,0,6,female,4,1,1,1,1,4,1,1,1,1,4,2,1,4,3,4,2,1,1,2,1,2,2,3
789,0,17,female,3,2,1,3,2,3,1,1,1,3,3,2,1,2,3,3,2,1,2,4,1,2,2,3
790,0,11,female,4,2,1,1,1,3,2,1,3,3,4,1,1,1,1,3,2,1,2,2,1,2,8,7
791,1,18,female,3,1,2,2,2,3,3,2,2,3,3,2,2,2,3,3,3,2,3,2,2,3,4,5
792,1,10,female,4,1,1,1,1,4,1,1,4,1,3,2,2,2,2,3,4,1,1,1,1,2,3,4
793,1,12,female,3,2,1,2,2,3,2,2,2,1,4,1,1,1,1,4,1,1,1,1,2,3,4,8
794,1,26,female,3,1,1,2,1,3,2,2,2,1,3,2,1,1,1,3,2,1,1,1,2,3,4,5
795,1,4,male,3,2,1,2,2,4,1,2,2,2,4,1,1,1,1,4,1,2,1,NA,1,2,3,4
796,0,22,male,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,3,2,2,2,1,2,3,3,5
797,1,9,male,3,2,3,2,3,3,2,2,2,2,4,2,1,2,4,3,2,2,2,2,1,1,7,3
798,1,5,male,3,2,1,1,2,3,2,3,1,1,3,3,1,1,1,3,2,1,2,2,2,3,4,5
799,0,24,male,3,2,1,2,2,3,3,2,4,3,3,2,2,3,2,3,2,3,2,3,2,8,4,8
800,0,15,female,3,1,1,1,1,4,1,2,1,1,4,1,2,2,2,4,1,2,2,2,2,8,3,7
801,1,5,male,4,1,1,1,1,4,4,1,2,1,4,1,1,4,1,3,NA,1,1,1,1,2,3,4
802,0,11,female,4,4,2,4,2,4,4,3,3,2,3,3,1,4,3,4,3,3,3,4,2,3,4,5
803,1,10,male,3,3,4,4,4,3,2,1,1,1,4,1,1,2,1,4,1,1,1,1,2,3,4,5
804,1,26,female,3,3,1,1,1,4,1,1,1,1,4,2,1,3,1,4,4,1,1,2,1,3,8,8
805,1,26,male,3,2,1,1,2,3,2,2,1,2,4,1,1,1,2,3,1,1,1,2,2,3,4,5
806,0,17,female,3,3,1,2,2,3,2,2,2,2,3,2,1,2,1,3,2,2,2,2,2,3,4,5
807,0,23,male,3,2,1,3,4,4,2,1,2,1,4,1,1,1,1,4,1,1,4,1,1,2,3,4
808,1,10,male,3,4,3,3,3,4,1,1,1,1,3,2,3,4,2,4,1,1,1,1,2,3,4,4
809,1,5,female,4,2,1,1,1,4,1,1,2,2,3,3,1,3,1,3,3,1,1,1,2,1,2,8
810,0,15,female,3,1,1,2,2,3,1,1,3,4,3,2,1,3,4,3,1,2,2,3,1,2,3,4
811,0,11,female,4,1,1,2,1,4,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,2,3,4
812,0,11,male,3,2,1,2,2,3,2,2,2,2,4,2,1,1,3,3,2,2,2,2,1,2,3,8
813,0,2,female,4,4,4,4,4,3,4,4,3,3,3,3,2,3,2,3,4,3,4,4,1,2,3,4
814,1,5,female,3,1,1,2,1,4,4,2,3,2,4,2,1,2,1,3,2,3,4,3,2,3,4,5
815,1,5,female,3,1,2,2,2,3,2,2,2,2,3,3,3,2,3,3,3,1,1,1,1,1,2,3
816,1,16,male,4,1,3,2,2,4,4,1,4,4,3,4,2,4,2,3,2,1,2,2,1,1,2,7
817,0,7,male,3,2,2,2,2,3,2,1,1,3,3,1,2,2,2,NA,NA,NA,NA,NA,1,2,3,NA
818,1,13,female,4,4,1,3,1,3,2,1,2,3,3,2,3,2,3,3,2,3,3,2,1,1,2,8
819,1,9,male,3,2,2,1,2,3,2,1,1,3,3,2,1,4,4,4,1,1,1,4,1,2,3,4
820,0,8,female,4,4,1,4,4,4,4,1,4,4,NA,NA,NA,NA,NA,4,4,4,4,4,1,1,NA,1
821,0,22,male,4,4,4,4,4,4,1,2,1,2,3,3,1,1,1,3,4,4,4,4,2,8,4,8
822,1,18,female,3,2,3,2,1,3,2,1,1,1,3,2,2,2,3,3,2,1,2,4,2,3,4,5
823,1,9,male,3,1,2,1,1,3,2,2,2,1,3,2,1,2,1,3,3,2,3,1,2,3,4,5
824,1,18,female,4,2,1,2,1,3,3,3,3,2,3,3,3,1,3,3,3,3,2,1,1,2,3,4
825,1,13,female,4,2,1,3,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,2,3,4,5
826,1,13,male,3,2,1,1,2,3,2,1,1,1,4,1,1,1,1,3,2,1,2,2,2,1,4,5
827,0,7,male,3,2,2,2,2,3,2,2,1,1,4,4,4,4,4,NA,NA,NA,NA,NA,2,3,4,NA
828,1,16,male,3,2,1,4,1,3,1,1,1,1,3,2,1,2,1,4,1,1,2,1,2,3,4,5
829,1,10,male,4,1,1,1,1,3,3,2,2,2,4,1,4,1,2,3,1,1,3,2,1,2,3,4
830,0,2,male,3,2,1,2,2,3,2,2,2,2,3,2,2,2,2,3,1,1,1,1,2,3,4,5
831,0,21,female,3,4,1,2,2,3,1,2,2,2,3,2,2,2,2,3,1,2,2,2,1,1,2,8
832,0,24,female,3,2,1,4,1,3,3,4,2,4,3,2,1,2,3,3,1,1,1,1,2,3,2,5
833,0,22,female,3,1,1,1,2,4,2,1,1,1,4,2,1,2,3,3,1,2,1,2,1,8,1,7
834,1,5,female,3,1,4,1,4,3,3,2,3,2,3,3,2,3,2,3,4,4,4,4,2,3,4,5
835,1,12,female,3,3,3,4,3,3,3,2,3,3,4,1,2,2,1,NA,NA,NA,NA,NA,1,2,7,NA